Rooms,Area,Bathrooms,Condition,Region,Price_Range
4,381.65,4,5,2,5
5,244.0,4,1,3,5
2,122.0,1,1,2,3
4,178.7,3,5,2,3
5,430.0,3,5,4,5
4,268.0,4,2,4,5
10,390.0,4,3,4,5
3,123.92,3,4,4,4
9,27.0,3,2,4,4
2,106.0,2,5,4,3
6,433.35,4,1,4,5
5,140.0,2,5,4,4
10,284.52,4,5,3,4
5,686.0,2,5,3,4
5,295.0,4,4,3,5
3,240.0,2,5,4,4
3,68.0,2,5,3,3
3,110.0,1,5,2,3
10,210.0,4,3,4,5
8,320.0,4,5,4,5
4,117.0,3,2,4,4
8,392.0,4,2,4,5
4,83.0,3,2,4,4
3,200.0,2,5,3,2
3,70.0,3,5,4,4
3,117.0,2,4,4,5
3,117.0,2,4,4,5
6,348.0,3,5,3,5
2,51.0,1,3,2,1
4,290.0,4,4,3,5
1,220.3,1,3,4,3
4,468.0,2,3,4,3
3,135.0,3,2,4,4
3,168.0,2,1,4,5
4,236.64,4,5,3,3
1,35.0,1,3,4,4
10,625.0,4,5,3,4
4,350.0,4,1,4,4
5,180.0,4,2,4,4
3,134.9,2,5,3,3
4,274.0,4,1,2,4
4,180.0,4,1,2,4
4,175.0,3,2,4,4
3,180.0,2,2,4,4
4,310.0,3,2,4,4
3,160.0,2,5,4,4
3,267.0,4,4,3,5
3,70.0,2,2,3,2
3,220.0,3,4,2,4
5,1460.0,3,5,2,3
4,322.0,2,5,3,3
3,250.0,1,3,2,1
7,200.0,3,3,4,4
5,226.0,2,5,3,3
3,347.61,2,4,4,5
2,112.0,3,5,4,4
9,48.0,3,3,4,4
6,257.0,4,3,4,5
4,175.0,3,4,4,4
3,210.0,3,2,4,4
4,140.0,4,5,4,5
4,274.6,4,5,3,4
1,94.0,2,3,4,2
3,102.0,2,2,3,4
4,211.26,4,5,4,5
9,42.0,3,2,4,4
4,190.0,4,4,4,4
3,386.75,4,5,2,4
5,385.0,4,1,4,5
3,190.0,3,4,4,5
4,276.3,4,4,2,5
5,370.0,2,4,2,2
2,195.5,1,5,2,2
6,180.0,3,2,4,4
3,70.0,2,5,4,3
4,300.0,4,5,4,5
3,400.0,4,5,4,5
3,145.0,4,5,3,3
3,298.0,3,5,4,4
3,209.0,4,5,3,4
3,133.0,2,5,4,4
4,215.0,4,1,4,5
2,185.0,2,5,3,3
2,70.0,1,2,4,3
4,180.0,4,4,4,5
3,117.0,2,2,2,3
5,290.0,4,1,3,5
3,180.0,3,1,3,4
4,618.0,4,5,4,5
3,65.0,3,3,4,2
3,172.0,2,5,2,4
3,231.0,3,1,2,4
5,256.13,4,5,2,3
7,661.0,4,3,4,5
5,323.0,3,3,4,4
5,175.0,4,4,4,5
3,110.0,3,1,4,4
3,215.0,3,4,4,5
6,563.0,4,3,4,3
4,80.0,1,3,4,2
5,325.0,3,4,2,3
4,203.0,4,1,4,5
3,250.0,3,4,4,4
4,184.35,4,4,3,5
4,450.0,4,4,4,5
3,116.0,2,1,2,3
3,120.0,3,1,4,4
3,292.0,3,5,2,3
4,365.0,1,5,3,5
4,295.0,4,4,2,3
4,281.0,4,5,2,5
2,130.0,1,3,3,2
3,219.4,4,2,3,4
5,550.0,4,1,4,5
4,215.77,4,4,4,5
6,261.0,4,1,4,5
4,375.0,4,4,4,5
4,497.0,4,1,4,5
4,152.3,3,1,4,4
6,422.0,3,5,4,5
3,175.0,3,4,2,4
5,432.0,3,5,3,4
2,45.0,1,2,4,3
3,184.0,4,1,4,4
5,134.0,2,5,2,3
3,174.0,4,1,4,4
3,174.0,4,1,4,4
4,149.8,3,1,4,4
4,297.65,3,5,2,4
4,389.55,4,5,2,4
4,170.0,4,1,4,4
4,400.0,4,5,4,5
4,158.0,4,4,4,4
10,502.0,4,3,4,5
2,64.56,1,5,3,3
4,246.0,3,5,2,4
5,440.0,4,5,4,5
4,350.0,3,5,4,5
2,175.0,1,3,3,2
6,160.0,3,5,4,4
5,245.0,4,5,3,3
3,71.0,1,2,3,4
2,99.0,2,2,4,3
5,363.0,4,1,4,5
3,200.0,3,1,2,3
3,176.0,1,5,3,3
9,425.0,4,3,4,5
5,394.0,4,5,3,4
3,95.0,2,5,4,3
5,156.0,4,3,3,3
3,75.0,1,5,3,2
3,164.26,3,5,2,3
4,220.0,3,1,4,4
4,144.0,1,5,2,2
2,105.0,2,2,4,5
3,181.0,3,1,4,4
5,253.0,3,3,4,4
4,190.0,4,2,4,5
4,298.0,4,1,2,4
3,175.0,2,1,3,5
3,129.0,4,2,2,5
5,180.0,2,5,4,4
2,250.0,3,5,15,3
4,328.0,4,5,4,5
3,116.0,3,5,4,4
3,260.0,4,4,4,4
4,150.0,3,1,4,4
4,177.56,4,1,4,4
4,320.0,4,4,4,5
3,200.0,3,4,3,4
3,130.0,4,4,3,5
3,200.0,4,5,2,3
4,272.0,4,4,4,5
4,166.0,4,1,4,5
2,76.3,1,5,3,2
3,78.0,3,5,4,4
4,204.3,4,1,4,5
2,55.0,1,5,3,2
3,150.0,1,5,3,1
3,180.0,3,5,4,4
3,63.0,1,4,3,1
4,259.0,4,4,4,5
3,149.7,3,4,4,5
4,177.0,3,1,4,4
4,180.0,4,4,2,3
3,420.0,3,5,3,5
3,177.0,3,5,3,3
5,204.0,4,1,4,4
3,78.0,2,5,4,2
4,300.0,4,1,4,5
2,204.0,1,4,2,3
3,242.0,4,1,4,5
3,65.0,1,5,3,1
4,300.0,3,5,4,5
3,152.0,2,3,14,1
3,220.0,4,5,3,4
4,173.0,3,5,2,3
5,242.0,3,5,3,5
3,137.0,1,3,2,1
4,174.0,3,5,4,4
2,60.0,1,5,4,3
3,92.0,1,3,2,1
3,120.0,2,4,2,4
4,265.0,4,4,4,5
2,141.0,1,5,3,2
4,181.9,2,5,3,5
3,60.0,1,3,4,4
4,71.19,2,5,4,4
4,54.0,2,5,2,3
1,59.9,2,5,4,3
9,95.0,3,5,4,4
2,60.0,1,1,4,3
3,190.0,2,5,14,3
5,150.8,2,5,2,2
3,170.0,1,5,15,3
2,65.0,1,5,3,2
3,80.0,2,5,4,4
1,51.2,1,5,2,1
4,419.0,3,3,4,3
0,54.0,2,5,2,1
2,150.0,2,2,3,3
4,274.68,4,1,4,5
4,240.0,3,4,4,3
4,363.3,4,4,4,5
2,50.0,1,3,4,2
4,60.0,4,0,4,2
2,45.0,1,5,4,4
2,184.35,1,3,3,2
2,80.0,1,2,4,3
4,305.0,3,5,3,4
3,80.0,1,3,3,2
4,225.0,3,5,2,4
0,345.0,1,0,3,2
3,199.0,3,5,4,4
3,265.0,2,3,2,1
2,175.0,1,5,3,3
2,44.0,1,5,4,3
2,47.6,1,5,3,1
0,47.0,1,2,3,2
3,90.0,2,5,3,1
5,224.7,3,5,2,3
2,36.0,1,5,4,3
6,171.0,2,3,4,5
9,428.0,4,5,4,5
3,190.0,4,2,3,4
2,76.0,1,3,4,2
2,157.0,2,1,3,3
3,155.0,3,5,15,2
2,185.0,2,3,2,1
2,33.0,1,3,3,0
5,388.0,4,5,2,4
3,170.0,1,3,3,2
2,37.0,1,5,14,1
3,120.0,2,5,3,3
4,104.0,2,5,4,3
5,315.0,3,2,2,3
3,101.0,2,5,4,3
5,247.5,2,5,3,4
4,142.0,1,5,4,4
3,150.0,2,5,2,3
3,299.22,4,1,4,5
4,180.0,3,1,2,4
4,180.0,3,1,2,4
2,124.0,1,3,3,2
2,67.0,1,3,3,1
3,132.0,1,3,4,3
3,220.0,3,1,2,4
4,331.0,4,5,4,5
3,245.0,4,5,4,3
1,62.0,1,3,4,3
3,210.0,3,5,3,4
4,180.0,4,1,4,5
3,230.0,3,1,4,5
3,230.0,3,1,4,5
7,200.0,3,5,4,4
5,445.0,4,5,4,5
2,160.0,1,5,2,2
5,226.0,4,4,3,5
4,207.0,3,1,3,4
3,255.0,4,5,4,4
4,225.0,4,1,4,4
4,199.0,4,5,4,5
4,130.0,2,2,3,3
4,240.0,4,1,2,4
2,200.0,2,5,4,3
2,137.0,1,0,3,1
4,167.0,3,1,4,4
2,190.0,2,5,2,3
3,198.0,1,1,2,3
3,198.0,1,1,2,3
5,549.0,4,1,4,5
5,171.0,3,5,4,4
1,33.0,1,5,4,3
3,200.0,2,0,3,1
4,180.0,4,1,4,3
6,180.0,3,5,4,4
2,48.0,1,3,4,2
3,104.0,2,3,2,2
4,175.0,4,5,4,4
2,102.0,1,3,3,1
2,75.0,1,2,4,3
2,100.0,1,3,2,1
3,100.0,2,1,2,3
5,161.0,2,0,4,3
4,190.0,4,1,4,4
9,775.0,4,3,4,5
2,52.0,1,2,4,3
4,516.0,4,3,4,5
4,350.0,4,5,4,4
4,192.0,3,1,2,3
4,192.0,3,1,2,3
4,192.0,3,1,2,3
5,367.0,4,1,4,5
4,257.9,4,1,3,5
4,257.9,4,1,3,5
3,215.0,3,3,4,4
4,364.0,3,4,4,5
4,363.0,3,4,4,5
4,367.0,3,4,4,5
7,355.0,2,3,4,4
4,256.34,4,4,3,4
3,141.0,2,2,4,3
3,290.0,2,4,2,3
3,150.0,3,4,3,3
5,380.0,4,5,4,5
5,330.0,4,5,4,5
5,243.0,3,1,4,4
4,243.0,3,4,4,4
4,243.0,3,1,4,4
4,450.0,4,4,4,4
4,129.6,3,5,2,3
3,126.0,3,1,4,5
3,124.0,3,1,4,5
2,55.0,1,3,4,3
3,60.0,2,2,4,3
2,68.0,1,4,3,2
3,142.7,3,1,4,5
3,142.7,3,1,4,5
2,132.0,2,4,2,3
2,60.0,1,4,4,1
4,450.0,4,1,4,5
2,22.0,1,0,2,1
2,70.0,1,4,3,3
2,50.0,1,3,3,1
3,120.0,1,1,2,4
2,63.0,1,3,15,2
1,153.47,3,3,3,2
4,205.0,4,4,4,4
4,260.0,4,1,4,5
2,122.0,1,5,2,1
5,637.0,1,3,3,3
2,119.0,1,3,3,2
3,80.0,1,5,3,2
1,112.0,1,3,14,1
2,78.0,1,5,4,2
5,375.0,4,5,2,3
3,190.0,1,5,2,3
3,146.0,1,3,3,3
3,279.0,4,4,4,5
2,398.0,2,5,4,5
5,192.64,4,1,4,4
3,143.0,3,1,2,3
4,210.0,4,1,4,4
3,143.0,3,1,2,3
3,125.0,3,1,2,3
5,317.0,4,1,4,5
5,260.0,4,1,4,4
3,187.0,4,4,4,4
5,275.0,4,5,3,4
2,60.0,1,3,4,2
2,55.0,3,3,4,2
3,104.0,1,5,3,2
4,254.0,4,4,3,5
8,163.0,3,3,4,5
2,73.0,1,3,4,4
3,130.0,2,5,3,3
5,210.0,4,1,4,5
4,191.5,4,5,3,5
5,176.0,2,5,4,4
3,117.0,2,4,4,5
3,234.0,3,4,2,4
5,170.52,2,5,3,4
1,333.0,1,3,3,3
2,88.0,1,5,2,2
2,141.0,1,3,3,0
3,183.0,3,4,2,3
3,183.0,3,4,2,3
4,240.0,2,4,4,5
0,40.0,1,3,4,2
5,300.0,4,4,4,5
5,252.0,4,1,4,5
1,48.0,1,3,3,2
3,110.0,2,5,2,3
1,50.0,1,3,3,1
3,147.0,3,5,2,5
8,640.0,4,5,4,5
2,54.0,1,5,3,2
2,220.0,1,0,3,1
1,51.0,1,3,3,1
2,113.0,1,3,3,1
2,109.0,1,5,15,3
3,300.0,1,5,2,3
5,512.0,4,5,4,5
1,63.0,1,3,3,2
4,225.0,4,1,4,4
1,55.0,1,3,4,2
5,350.0,3,5,4,5
2,155.0,3,1,4,4
4,155.0,4,3,4,3
5,380.0,3,5,4,4
2,59.0,1,4,3,2
2,62.0,1,4,3,2
1,64.0,1,4,3,2
3,77.0,1,3,3,1
3,120.0,3,1,4,4
3,63.0,2,5,3,1
5,250.0,4,5,4,5
5,440.0,4,1,4,5
3,95.0,2,1,2,4
2,95.0,1,5,4,3
3,160.0,3,1,4,5
4,310.0,2,1,4,5
2,80.0,2,1,4,4
7,307.0,4,5,4,5
3,212.0,3,4,4,5
4,180.0,3,1,4,5
4,161.0,4,5,4,4
3,198.55,3,5,2,4
4,210.0,4,4,3,5
3,307.0,3,5,4,5
3,264.0,4,1,4,4
3,249.0,4,1,4,4
3,264.0,4,1,4,4
3,211.0,4,5,4,3
3,200.0,3,4,4,4
3,233.0,3,1,2,4
6,149.0,4,5,3,3
2,183.0,1,3,3,3
3,212.0,3,4,4,5
4,269.0,4,4,4,4
5,160.0,4,1,4,5
0,105.0,1,5,4,4
3,229.0,4,4,4,5
2,180.0,1,5,4,3
2,199.0,3,5,4,4
3,120.0,2,4,2,3
4,200.0,4,1,4,5
4,250.0,4,1,4,4
4,200.0,3,4,4,5
4,180.0,2,1,4,5
2,75.0,1,4,2,2
2,60.0,1,4,4,2
2,64.0,1,4,4,2
2,64.0,1,4,4,2
5,277.0,4,3,4,5
3,200.0,4,4,4,5
6,600.0,4,1,4,5
3,220.0,4,5,4,5
4,450.0,4,4,4,5
3,69.0,1,5,3,3
4,301.8,2,3,2,3
3,210.0,4,1,4,5
4,118.7,2,4,3,4
6,205.0,3,2,4,4
3,91.0,2,5,2,3
3,138.0,1,3,3,3
3,182.0,2,1,4,4
3,199.0,4,5,3,4
5,7001.0,4,4,3,5
4,100.0,3,4,3,2
3,193.0,3,1,2,4
6,600.0,4,5,4,5
4,274.0,4,3,4,3
2,127.5,1,5,2,1
2,38.0,1,3,2,2
3,120.0,2,1,4,4
2,48.0,1,3,3,1
2,55.0,2,2,4,3
3,120.0,1,4,2,4
3,252.0,2,5,4,3
2,87.0,1,3,3,1
6,1000.0,4,5,4,5
6,360.0,4,5,4,5
8,800.0,4,1,4,5
5,500.0,4,1,4,5
2,45.0,1,3,14,1
3,343.0,2,2,4,5
4,258.0,3,5,3,3
3,107.0,2,5,4,3
2,72.0,1,0,44,1
4,168.0,2,2,59,3
3,125.0,1,3,44,1
8,204.0,4,5,45,3
5,170.0,4,5,30,4
9,1553.0,4,5,59,3
6,247.0,4,2,61,4
5,403.0,4,2,59,4
8,874.0,2,5,45,3
4,238.0,3,5,61,3
3,400.0,3,5,45,5
2,100.0,1,5,45,1
3,430.0,2,5,45,3
5,536.0,4,5,45,3
10,515.0,4,5,60,3
2,100.0,1,5,44,2
3,120.0,2,5,44,3
5,600.0,1,5,45,3
1,83.0,1,0,61,1
4,90.0,1,3,44,1
3,150.0,1,5,45,2
4,340.0,2,5,61,3
2,115.74,3,3,45,1
4,100.0,2,5,45,1
3,190.0,2,5,45,1
2,127.0,1,2,30,1
4,150.0,3,1,45,4
4,287.0,2,5,59,3
2,135.0,1,2,59,1
2,72.0,2,3,45,1
2,72.0,2,3,45,1
4,150.0,4,2,44,4
2,100.0,2,5,45,2
2,109.0,2,5,60,3
10,780.0,4,5,44,5
4,140.0,3,2,58,3
3,103.3,1,5,45,1
5,280.0,2,5,45,2
3,149.0,2,5,60,4
4,302.0,2,3,44,3
3,100.0,2,5,45,1
3,122.0,1,3,44,1
2,82.0,1,5,59,1
1,73.61,1,5,44,1
5,280.8,3,5,43,2
8,264.0,4,5,44,3
2,80.0,1,5,60,1
3,132.0,1,3,59,1
2,52.0,1,3,43,1
7,272.0,4,2,60,5
2,100.0,1,2,59,1
3,97.4,1,5,44,2
2,127.0,1,5,45,2
10,1037.0,4,2,59,5
5,264.0,3,5,43,3
7,471.0,4,5,30,5
3,252.0,3,5,45,2
5,204.0,1,5,44,1
6,122.26,2,5,43,1
2,29.0,1,5,44,1
3,96.12,1,5,43,1
10,780.0,4,5,44,5
4,151.0,1,3,45,1
4,175.0,3,5,45,2
2,88.0,1,5,44,1
2,134.0,2,2,30,2
2,64.0,1,3,44,1
3,133.43,2,5,44,2
3,88.0,1,5,44,0
5,536.0,4,1,45,3
7,220.0,2,5,43,2
8,1060.0,4,3,61,5
2,120.0,2,5,45,3
3,267.0,3,5,60,2
5,230.0,2,5,59,4
3,159.28,4,5,45,2
3,220.0,2,2,29,2
10,450.0,3,5,44,3
3,69.0,1,2,44,1
3,292.0,2,5,59,3
3,107.0,1,2,29,1
3,138.0,1,5,44,1
3,48.0,1,5,30,1
4,354.0,2,3,45,2
4,102.0,2,5,59,1
5,200.0,4,5,59,4
4,239.0,3,5,61,3
4,99.73,2,5,58,2
3,106.95,1,2,43,1
2,125.0,2,5,29,1
3,163.4,3,5,61,3
6,450.0,2,3,45,3
5,180.54,2,5,43,3
3,104.14,1,5,45,2
5,143.95,2,5,43,3
2,110.0,1,5,30,4
4,155.0,2,5,44,2
3,96.0,1,3,43,1
2,34.0,1,3,43,1
2,77.0,1,3,61,1
10,224.0,1,3,44,1
2,100.0,2,3,61,1
2,110.0,2,5,45,1
2,931.0,1,5,59,2
2,47.0,1,3,45,1
4,90.0,1,5,44,1
2,106.0,1,5,45,1
3,95.0,2,5,44,3
3,150.0,1,5,45,2
3,113.0,2,5,45,2
4,129.0,1,5,60,1
3,270.8,1,5,44,3
5,232.0,2,5,45,3
2,124.7,1,5,44,1
3,162.0,1,5,45,2
4,528.0,4,5,45,3
1,390.0,2,5,44,3
2,60.0,1,5,44,1
5,325.0,2,3,45,3
4,174.0,2,5,61,3
6,888.0,4,5,29,3
3,177.0,1,3,59,1
3,168.0,2,2,59,3
2,134.0,2,3,44,1
6,382.0,2,3,44,2
2,370.0,1,5,29,3
2,44.0,1,5,45,1
2,52.0,1,5,60,1
2,158.0,1,5,61,1
1,45.0,1,5,45,1
1,50.0,1,5,44,1
5,249.0,1,5,59,3
4,83.2,1,2,59,2
2,94.34,3,5,59,2
5,165.0,4,5,29,3
4,128.0,3,5,44,2
4,318.7,4,5,59,4
6,209.0,2,5,43,2
4,153.0,1,5,44,1
2,111.92,1,5,44,2
5,295.0,2,5,44,2
6,263.0,4,5,61,4
0,180.0,1,5,59,1
3,162.0,1,5,58,1
2,130.0,1,3,44,0
3,88.0,1,3,44,0
3,107.0,2,1,45,1
3,135.0,2,5,44,2
6,263.0,1,2,61,4
3,234.78,1,5,30,3
3,142.64,1,5,45,2
3,244.0,2,5,45,2
4,218.0,2,5,30,2
3,178.0,2,5,45,3
3,164.12,2,5,58,2
1,30.0,1,5,60,0
9,324.0,2,5,29,4
3,74.0,1,5,43,1
4,252.0,1,5,60,2
1,48.0,1,5,61,2
3,100.0,1,5,45,3
4,424.14,4,5,30,5
2,43.0,1,3,30,1
2,50.0,1,5,60,1
3,129.0,1,2,44,3
4,210.0,4,5,59,4
8,355.0,2,5,44,2
3,69.0,1,5,44,1
2,105.0,1,5,45,1
3,122.0,2,5,45,1
3,90.0,1,5,43,1
4,121.5,1,5,44,1
4,194.0,2,2,43,2
3,324.0,1,3,44,1
4,230.0,2,3,43,1
3,80.0,1,5,45,1
2,155.0,1,5,60,1
1,35.0,1,5,60,0
7,384.0,4,3,45,2
3,176.0,2,3,44,1
2,87.0,1,5,58,2
2,89.0,1,5,45,1
2,85.0,1,5,45,1
5,107.0,1,5,44,1
2,100.0,1,5,45,2
4,235.24,1,5,45,1
2,111.0,1,3,61,1
2,103.48,1,5,44,2
5,180.99,2,5,44,2
2,69.0,1,5,44,1
2,128.0,1,5,59,1
4,177.5,2,5,44,1
3,181.0,2,5,44,2
3,126.0,3,5,44,2
3,135.0,2,5,44,1
5,220.0,2,5,44,2
2,69.66,1,5,44,0
3,161.0,2,5,44,2
4,128.0,1,5,59,1
5,266.0,4,5,44,3
2,49.0,1,5,43,0
3,450.0,2,5,45,3
4,120.0,3,2,30,3
5,69.0,2,5,29,1
4,296.25,2,5,45,3
2,156.0,3,5,44,2
4,142.0,2,5,43,1
4,111.29,2,5,59,2
1,66.0,1,3,61,0
4,269.0,1,5,29,2
3,96.0,2,5,30,2
5,144.0,2,5,45,1
3,225.0,3,5,59,1
2,87.0,1,5,45,1
10,320.0,4,5,59,4
2,83.0,1,4,45,1
3,150.0,2,5,45,1
2,119.0,3,5,59,2
6,206.0,3,3,60,2
3,97.0,1,5,44,2
3,60.0,1,5,60,1
2,90.0,1,5,59,1
2,75.0,2,5,61,2
3,98.0,1,5,29,2
3,81.0,2,3,43,2
4,278.0,2,5,44,3
3,88.5,1,5,44,1
2,60.0,1,5,44,1
2,90.87,1,5,30,1
2,90.0,1,5,45,1
4,120.0,2,4,44,1
1,40.0,1,5,59,1
3,156.0,1,5,44,1
2,837.2,2,5,59,2
3,160.0,2,5,60,2
2,75.0,1,5,61,2
2,60.0,1,5,29,1
4,338.94,2,5,45,2
5,93.0,1,5,44,1
3,90.0,3,5,29,1
5,71.0,2,5,44,1
1,50.0,1,5,44,1
6,90.0,1,5,44,3
3,143.0,3,5,59,2
3,100.0,1,5,58,0
1,60.0,1,3,44,1
4,154.0,2,3,44,2
3,126.0,1,3,45,1
6,217.7,2,3,45,1
5,264.0,3,5,44,1
2,60.0,1,3,45,1
3,44.0,1,5,58,1
3,85.0,1,5,60,1
3,70.97,1,5,44,1
6,233.28,2,5,45,3
6,175.16,3,5,43,2
2,75.0,2,2,61,2
2,181.0,1,5,44,1
0,145.0,1,0,45,1
2,61.43,1,5,43,2
1,32.0,1,5,59,1
3,112.0,1,3,43,0
2,59.2,1,5,44,1
2,33.0,1,5,43,0
4,110.0,2,5,44,1
1,32.0,1,5,59,0
1,45.0,1,5,43,0
4,147.0,4,5,45,1
2,101.0,1,1,45,2
2,94.5,1,5,44,1
0,330.0,2,5,44,2
1,81.92,2,1,45,2
7,160.0,4,5,59,2
4,138.0,1,5,44,1
0,72.0,1,3,59,1
2,123.0,1,3,61,1
2,128.0,1,3,29,1
2,69.0,1,3,29,1
4,77.0,2,5,30,1
4,135.0,1,5,44,1
3,212.0,2,5,44,3
3,80.0,1,5,44,1
2,183.09,1,5,30,2
4,161.0,1,5,30,2
3,138.0,1,5,43,2
3,80.0,1,0,44,1
2,75.0,1,3,44,0
5,115.0,3,5,29,2
1,84.0,1,5,45,1
4,448.0,3,5,43,3
1,105.0,1,3,45,1
3,102.0,1,5,45,1
2,115.58,2,5,44,2
1,142.0,1,5,44,1
2,126.0,1,5,45,1
2,76.25,1,5,45,1
3,148.0,1,5,45,1
2,148.0,1,3,61,1
3,90.0,1,5,44,1
2,250.0,2,5,44,1
3,195.0,2,5,45,1
0,224.0,3,5,45,2
4,150.0,1,3,60,2
3,138.0,1,3,43,1
1,142.0,1,3,44,1
1,30.0,1,1,45,0
2,47.0,1,5,30,1
3,94.0,1,5,43,1
3,97.0,1,2,43,1
2,80.2,1,5,43,1
3,181.0,1,5,44,2
4,139.0,2,3,59,1
3,182.0,3,3,45,1
2,370.0,2,5,29,3
6,382.0,2,5,44,2
2,67.0,1,5,61,1
2,72.0,1,5,43,1
3,108.0,2,3,43,1
4,154.0,2,5,44,2
2,143.0,3,5,59,2
4,159.0,1,3,43,2
2,88.0,1,3,44,0
1,72.0,1,3,44,0
3,63.0,1,3,43,1
0,208.0,1,0,44,1
3,140.0,1,0,61,3
2,60.0,1,5,60,1
1,50.0,2,2,43,1
3,99.0,1,5,44,1
2,133.0,1,3,61,3
3,120.0,1,5,45,1
3,152.0,1,2,29,2
3,130.0,1,5,45,1
5,170.0,3,5,29,3
4,698.5,4,5,44,3
4,200.0,4,5,9,4
4,433.5,4,5,24,3
6,196.0,4,5,9,4
5,324.0,4,5,9,4
3,192.0,3,5,9,4
8,230.0,4,3,9,5
4,447.0,4,2,8,5
3,113.0,2,1,9,4
2,100.0,2,1,9,4
3,290.0,4,1,9,5
4,236.0,4,5,9,4
3,192.0,4,5,9,4
5,297.0,4,5,9,5
3,214.0,4,5,9,4
4,349.0,4,4,9,5
3,183.87,3,2,9,4
3,189.0,4,4,9,4
3,91.0,2,3,24,2
3,110.0,3,2,9,4
3,359.0,4,5,9,5
3,70.0,2,3,9,3
2,100.0,2,5,9,3
4,168.0,3,1,9,4
3,157.0,3,1,24,3
1,22.0,1,2,9,2
3,95.0,2,2,9,3
3,124.0,3,2,9,4
3,192.0,3,5,8,3
10,280.0,3,0,9,4
3,250.0,2,5,9,4
3,90.0,2,5,9,3
5,250.0,4,2,9,4
3,230.0,4,4,9,4
5,282.0,2,2,8,5
4,208.0,3,5,9,4
5,104.0,2,3,9,3
3,1040.0,3,5,9,4
2,60.0,1,3,9,3
2,43.0,1,3,9,3
4,420.0,3,5,9,5
4,135.0,2,3,9,3
4,210.0,4,5,9,3
2,145.0,2,3,9,3
4,164.0,2,3,9,5
6,200.0,4,5,9,5
1,48.0,1,3,9,2
5,70.0,2,3,9,3
3,135.0,3,2,24,4
3,33.0,1,3,9,2
4,345.0,4,5,9,3
2,105.0,2,3,9,3
5,245.0,4,1,9,5
4,359.0,4,5,9,5
4,124.0,4,5,9,3
5,368.0,3,5,8,5
3,168.0,3,5,9,4
4,166.0,3,2,9,4
6,150.0,3,2,8,4
3,183.0,3,4,9,4
3,201.0,3,5,9,3
3,271.0,4,4,9,4
4,160.0,4,4,8,3
5,126.0,2,3,9,3
4,180.0,2,5,9,3
3,190.0,3,4,9,4
4,650.0,4,4,23,3
3,269.5,3,5,9,4
4,320.0,3,1,9,4
3,225.0,1,3,9,3
4,45.0,2,5,9,3
3,115.1,3,2,9,3
6,225.0,4,3,9,5
2,86.0,2,5,9,4
3,91.0,2,5,9,3
2,89.0,2,1,9,3
3,171.0,4,5,9,3
3,126.9,3,5,9,4
4,179.0,4,5,9,3
3,96.0,2,5,9,3
3,185.0,3,2,8,4
3,94.0,2,2,9,3
4,225.0,3,5,9,3
3,153.0,3,5,9,3
4,390.0,4,5,9,5
4,240.0,4,5,24,3
5,184.0,3,5,8,3
4,222.0,4,2,9,5
4,180.0,3,5,9,4
3,98.0,2,2,9,3
1,51.0,1,2,9,2
3,196.0,3,5,9,4
4,325.0,4,5,8,4
2,76.98,3,4,9,3
3,236.0,3,4,9,4
4,285.5,4,5,9,5
4,211.0,3,5,24,3
5,567.0,4,1,9,5
4,218.73,4,2,9,5
4,121.0,2,5,9,3
3,233.0,3,1,9,4
2,94.0,2,5,9,3
3,44.0,1,5,23,1
4,288.0,4,1,9,4
3,139.0,3,2,9,4
4,224.0,4,5,9,4
1,48.0,1,1,9,3
1,51.0,1,1,9,3
1,49.0,1,1,9,3
4,200.0,4,1,9,4
3,100.0,1,2,9,3
5,260.0,3,5,24,4
5,305.0,4,5,9,4
3,240.0,2,5,24,3
3,126.0,3,5,9,3
4,300.0,4,5,9,4
5,305.0,4,5,9,5
3,244.0,3,4,24,3
3,235.0,3,5,9,4
3,158.0,3,5,8,4
3,85.0,2,2,9,3
4,243.0,4,5,9,4
3,233.0,3,1,9,4
2,53.0,1,5,8,3
4,238.0,3,5,9,4
3,168.5,3,5,9,4
5,300.0,3,5,9,4
4,233.0,4,1,9,5
2,174.0,3,1,9,5
4,290.0,4,1,9,5
4,295.0,4,1,9,5
4,293.0,4,1,9,5
6,332.0,4,1,9,5
2,180.0,3,1,9,5
3,203.0,4,5,9,5
4,193.0,4,5,9,4
2,90.0,2,5,9,3
3,156.3,3,1,9,4
4,186.0,4,5,9,5
3,123.0,2,5,8,3
4,193.0,2,3,9,3
5,185.0,2,3,9,3
3,91.0,2,5,9,4
3,236.0,3,4,9,4
3,260.0,3,5,24,3
5,250.0,4,4,9,5
5,347.0,4,5,8,5
4,300.0,1,4,9,4
4,230.0,4,5,9,4
4,192.0,3,5,24,3
3,129.0,2,5,9,3
6,682.0,4,5,9,5
3,79.0,2,5,9,4
2,60.0,1,5,9,3
5,228.0,4,2,9,4
4,179.0,2,5,8,3
3,214.0,4,3,9,4
4,202.0,4,2,9,4
3,100.0,1,3,9,2
3,91.0,3,2,9,3
2,40.0,1,3,24,1
3,112.0,2,5,9,3
5,250.0,4,1,9,5
4,300.0,1,2,9,5
4,149.0,2,5,8,3
4,190.0,4,5,9,4
3,175.0,3,5,9,3
4,300.0,4,5,8,4
3,150.0,2,2,24,3
3,44.0,2,3,9,3
3,140.0,3,4,9,5
5,216.0,4,5,9,4
3,293.0,3,5,9,4
4,214.0,1,3,9,4
